,處理的字串,label,predict
1936,萬芳,play_artist,play_artist
1937,學貓叫,play_song,play_song
1938,我要聽小丑魚,play_song,play_song
1939,我要聽搖滾音樂,play_category,play_category
1940,播放周杰倫歌曲歌曲,play_artist,play_artist
1941,我要聽光年之外,play_song,play_song
1942,我要聽周杰倫的歌,play_artist,play_artist
1943,愛我你就抱抱我,play_song,play_song
1944,我要聽林俊傑的歌,play_artist,play_artist
1945,我要聽李千娜的歌,play_artist,play_artist
1946,往後餘生,play_song,play_song
1947,播放日語歌,play_language,play_language
1948,伍思凱,play_artist,play_artist
1949,say say say,play_song,play_song
1950,愛我你就抱抱我,play_song,play_song
1951,我要聽吳卓源的歌,play_artist,play_artist
1952,我要聽周興哲的歌,play_artist,play_artist
1953,播放芭比的觸電,play_artist_song,play_artist_song
1954,我要聽華語新歌,play_language_new_song,play_language_new_song
1955,我要聽鬼故事,play_audiobook_category,play_audiobook_category
1956,我要聽天生歌姬,play_album,play_album
1957,學貓叫,play_song,play_song
1958,我要聽我好嗎,play_song,play_song
1959,我要聽華語音樂,play_language,play_language
1960,我要聽愛情的模樣,play_song,play_song
1961,播放一曲相思,play_song,play_song
1962,我要聽張雨生的歌,play_artist,play_artist
1963,我要聽吳卓源的歌,play_artist,play_artist
1964,我要聽愛情的模樣,play_song,play_song
1965,播放一曲相思,play_song,play_song
1966,我要聽煙花易冷,play_song,play_song
1967,唱一首小蘋果,play_song,play_song
1968,播放一曲相思,play_song,play_song
1969,橄欖樹,play_song,play_song
1970,我要聽留不住的故事,play_song,play_song
1971,我要聽煙花易冷,play_song,play_song
1972,學貓叫,play_song,play_song
1973,我要聽林俊傑的歌,play_artist,play_artist
1974,唱一首小苹果,play_song,play_song
1975,我要聽爵士音樂,play_category,play_category
1976,兩隻老虎,play_song,play_song
1977,我要聽愛的可能,play_song,play_song
1978,我要聽粵語歌,play_language,play_language
1979,我要聽日文歌,play_language,play_language
1980,兩隻老虎,play_song,play_song
1981,伍思凱,play_artist,play_artist
1982,我要聽林俊傑的,play_artist,play_artist
1983,我要聽粵語歌,play_language,play_language
1984,我要聽光年之外,play_song,play_song
1985,我要聽爵士音樂,play_category,play_category
1986,我要聽王力宏的歌,play_artist,play_artist
1987,我要聽兒歌,play_song,play_song
1988,我要聽床邊故事,play_audiobook_category,play_audiobook_category
1989,我要聽鬼故事,play_audiobook_category,play_audiobook_category
1990,愛我你就抱抱我,play_song,play_song
1991,我想聽無言的結局,play_song,play_song
1992,我要聽張惠妹的歌,play_artist,play_artist
1993,伍思凱,play_artist,play_artist
1994,我要聽新歌,play_new_song,play_new_song
1995,我要聽煙花易冷,play_song,play_song
1996,我要聽林俊傑的歌,play_artist,play_artist
1997,我要聽五月天的歌,play_artist,play_artist
1998,播history,play_song,play_song
1999,我要聽八度空間,play_album,play_album
2000,我要聽林俊傑的歌,play_artist,play_artist
2001,我要聽詹雅雯的歌,play_artist,play_artist
2002,我要聽張學友的歌,play_artist,play_artist
2003,你要聽林玉英的歌,play_playlist,play_artist
2004,我要聽買榜,play_song,play_song
2005,播放一曲相思,play_song,play_song
2006,我要聽相聲,play_audiobook_category,play_audiobook_category
2007,我要聽小牛頓,play_audiobook_category,play_audiobook_category
2008,我要聽三隻小豬,play_audiobook,play_audiobook
2009,凉凉,play_song,play_song
2010,我要聽適合讀書的歌,play_theme,play_theme
2011,我要聽王力宏的歌,play_artist,play_artist
2012,我要聽伍佰的歌,play_album,play_album
2013,我要聽于文文的歌,play_artist,play_artist
2014,大悲咒,play_song,play_song
2015,我要聽八度空間,play_album,play_album
2016,鄭秀文,play_artist,play_artist
2017,播放一曲相思,play_song,play_song
2018,播放一曲相思,play_song,play_song
2019,播放一曲相思,play_song,play_song
2020,我要聽許茹芸的歌,play_artist,play_artist
2021,我要聽橄欖樹,play_song,play_song
2022,播放韓語歌,play_language,play_language
2023,我要聽八度空間,play_album,play_album
2024,我要聽梁靜茹的歌,play_artist,play_artist
2025,學貓叫,play_song,play_song
2026,我要聽故事,play_general_audiobook,play_general_audiobook
2027,沙漠駱駝,play_song,play_song
2028,生僻字,play_song,play_song
2029,我要聽陳綺貞的歌,play_artist,play_artist
2030,播放龍貓,play_song,play_song
2031,涼涼,play_song,play_song
2032,播放起風了,play_song,play_song
2033,唱一首小蘋果,play_song,play_song
2034,我要聽林俊傑的歌,play_artist,play_artist
2035,播放音樂,play_general_music,play_general_music
2036,我要聽光年之外,play_song,play_song
2037,我要聽陳科宇,play_artist,play_artist
2038,幫我播放大自然音樂,play_artist,play_artist
2039,學貓叫,play_song,play_song
2040,我要聽故事,play_general_audiobook,play_general_audiobook
2041,我要聽伍佰的歌,play_album,play_album
2042,我要聽粵語歌,play_language,play_language
2043,我要聽紅蜻蜓,play_song,play_song
2044,我要聽李千娜的歌,play_artist,play_artist
2045,播放一曲相思,play_song,play_song
2046,我要聽周杰倫的歌,play_artist,play_artist
2047,播放一曲相思,play_song,play_song
2048,我要聽春天的歌曲,play_song,play_theme
2049,愛我你就抱抱我,play_song,play_song
2050,我要聽李榮浩的歌,play_artist,play_artist
2051,播放音樂,play_general_music,play_general_music
2052,我要聽周華健的歌,play_artist,play_artist
2053,我要聽熱門歌曲,play_trending,play_trending
2054,往後餘生,play_song,play_song
2055,我要聽新歌,play_new_song,play_new_song
2056,我要聽床邊故事,play_audiobook_category,play_audiobook_category
2057,學貓叫,play_song,play_song
2058,我要聽光年之外,play_song,play_song
2059,大悲咒,play_song,play_song
2060,李玖哲,play_artist,play_artist
2061,我要聽對面的女孩看過來,play_song,play_song
2062,我要聽防彈少年團的歌,play_artist,play_artist
2063,我要聽江蕙的歌,play_artist,play_artist
2064,我要聽王菲的歌,play_album,play_album
2065,唱一首小蘋果,play_song,play_song
2066,我要聽新歌,play_new_song,play_new_song
2067,心經,play_song,play_song
2068,我要聽江蕙的歌,play_artist,play_artist
2069,我要聽日本歌,play_language,play_language
2070,我要聽兒歌,play_song,play_song
2071,我要聽台語歌,play_language,play_language
2072,我要聽鬼故事,play_audiobook_category,play_audiobook_category
2073,我要聽西洋排行榜,play_language_chart,play_language_chart
2074,我要聽古典音樂,play_category,play_category
2075,播放音樂,play_general_music,play_general_music
2076,我要聽林俊傑的歌,play_artist,play_artist
2077,播放起風了,play_song,play_song
2078,我要聽吳卓源的歌,play_artist,play_artist
2079,播放一曲相思,play_song,play_song
2080,播放音樂,play_general_music,play_general_music
2081,一分鐘過後給我聽,play_song,play_song
2082,聽到請回答,play_song,play_song
2083,我要聽陳綺貞的歌,play_artist,play_artist
2084,我要聽華語新歌,play_language_new_song,play_language_new_song
2085,我要聽周杰倫的歌,play_artist,play_artist
2086,我要聽獨立音樂,play_category,play_category
2087,我要聽橄欖樹,play_song,play_song
2088,我要聽江蕙的歌,play_artist,play_artist
2089,學貓叫,play_song,play_song
2090,播放一曲相思,play_song,play_song
2091,唱一首小蘋果,play_song,play_song
2092,我要聽迪士尼音樂,play_song,play_song
2093,播放紅髮愛德的歌,play_artist,play_artist
2094,許美靜,play_artist,play_artist
2095,我要聽陳綺貞的歌,play_artist,play_artist
2096,我要聽悲傷的歌曲,play_theme,play_theme
2097,播放韓語歌,play_language,play_language
2098,我要聽蘭陵王的主題曲,play_song,play_song
2099,我要聽小牛頓,play_audiobook_category,play_audiobook_category
2100,我要聽相聲,play_audiobook_category,play_audiobook_category
2101,唱一首小蘋果,play_song,play_song
2102,我要聽王力宏的歌,play_artist,play_artist
2103,我要聽英文版拇指姑娘,play_audiobook,play_audiobook
2104,涼涼,play_song,play_song
2105,播放一曲相思,play_song,play_song
2106,播放小紅帽的兒童故事,play_audiobook_category,play_audiobook_category
2107,學貓叫,play_song,play_song
2108,兩隻老虎,play_song,play_song
2109,我要聽留不住的故事,play_song,play_song
2110,我要聽新歌,play_new_song,play_new_song
2111,我要聽張雨生的歌,play_artist,play_artist
2112,我要聽張學友的歌,play_artist,play_artist
2113,唱一首小蘋果,play_song,play_song
2114,我要聽新歌,play_new_song,play_new_song
2115,播放起風了,play_song,play_song
2116,我要聽相聲,play_audiobook_category,play_audiobook_category
2117,幫我播放大自然音樂,play_artist,play_artist
2118,唱一首小蘋果,play_song,play_song
2119,我要聽悲傷的歌曲,play_theme,play_theme
2120,沙漠駱駝,play_song,play_song
2121,我要聽橄欖樹,play_song,play_song
2122,播放音樂,play_general_music,play_general_music
2123,播放音樂,play_general_music,play_general_music
2124,有一種悲傷,play_theme,play_theme
2125,我要聽林俊傑的歌,play_artist,play_artist
2126,我要聽華語新歌,play_language_new_song,play_language_new_song
2127,郭德綱的節目,play_playlist,play_artist_song
2128,我要聽三隻小豬,play_audiobook,play_audiobook
2129,我要聽嘻哈音樂,play_category,play_category
2130,睡前故事,play_audiobook_category,play_audiobook_category
2131,我要聽光年之外,play_song,play_song
2132,愛我你就抱抱我,play_song,play_song
2133,我要聽蔡依林的歌,play_artist,play_artist
2134,小豹小豹我要聽ikon唱的believe boy,play_artist,play_song
2135,我要聽光年之外,play_song,play_song
2136,我要聽田馥甄的歌,play_artist,play_artist
2137,我要聽周杰倫的歌,play_artist,play_artist
2138,播放一曲相思,play_song,play_song
2139,我要聽蔡依林的歌,play_artist,play_artist
2140,我要聽月琴,play_song,play_song
2141,兩隻老虎,play_song,play_song
2142,我要聽快樂天堂,play_song,play_song
2143,播放音樂,play_general_music,play_general_music
2144,愛我你就抱抱我,play_song,play_song
2145,我要聽烽火天榜,play_song,play_song
2146,你頭腦是幾歲,play_playlist,play_song
2147,我要聽小蘋果,play_song,play_song
2148,生僻字,play_song,play_song
2149,我要聽玖壹壹的歌,play_artist,play_artist
2150,蘇永康,play_artist,play_artist
2151,學貓叫,play_song,play_song
2152,我要聽西遊記,play_audiobook,play_audiobook
2153,我要聽相聲,play_audiobook_category,play_audiobook_category
2154,涼涼,play_song,play_song
2155,我要聽鬼故事,play_audiobook_category,play_audiobook_category
2156,我要聽江蕙的歌,play_artist,play_artist
2157,我要聽日文歌,play_language,play_language
2158,游鴻明,play_artist,play_artist
2159,聲音的nba的冠軍,play_song,play_artist
2160,披頭四,play_song,play_song
2161,我要聽喬幼的歌,play_artist,play_artist
2162,我要聽煙花易冷,play_song,play_song
2163,我要聽張信哲的歌,play_artist,play_artist
2164,我要聽吳卓源的歌,play_artist,play_artist
2165,愛我你就抱抱我,play_song,play_song
2166,我要聽光年之外,play_song,play_song
2167,我要聽走到飛,play_song,play_song
2168,我要聽月琴,play_song,play_song
2169,我要聽日文歌,play_language,play_language
2170,我要聽搖滾音樂,play_category,play_category
2171,我要聽故事,play_general_audiobook,play_general_audiobook
2172,我要聽華語排行榜,play_language_chart,play_chart
2173,我要聽睡眠音樂,play_theme,play_theme
2174,我要聽華語音樂,play_language,play_language
2175,我要聽買榜,play_song,play_song
2176,阿拉丁電影原聲帶,play_song,play_song
2177,有聲書,play_album,play_general_audiobook
2178,我要聽光年之外,play_song,play_song
2179,我要聽節奏藍調音樂,play_category,play_category
2180,我要聽卡農的音樂,play_song,play_song
2181,學貓叫,play_song,play_song
2182,我要聽相聲,play_audiobook_category,play_audiobook_category
2183,吳宗憲,play_artist,play_artist
2184,我要聽有點野,play_album,play_album
2185,唱一首小蘋果,play_song,play_song
2186,學貓叫,play_song,play_song
2187,我要聽江蕙的歌,play_artist,play_artist
2188,我要聽三隻小豬,play_audiobook,play_audiobook
2189,艾怡良的歌,play_artist,play_artist
2190,我要聽快樂天堂,play_song,play_song
2191,我想要聽故事,play_general_audiobook,play_general_audiobook
2192,我要聽林俊傑的歌,play_artist,play_artist
2193,我要聽相聲,play_audiobook_category,play_audiobook_category
2194,我要聽夢醒時分,play_song,play_song
2195,我要聽林宥嘉的歌,play_artist,play_artist
2196,播放小提琴演奏,play_artist,play_artist
2197,我要聽買榜,play_song,play_song
2198,播放scarborough fair,play_song,play_song
2199,播放心,play_album,play_song
2200,我要聽華語新歌,play_language_new_song,play_language_new_song
2201,我要聽林宥嘉的歌,play_artist,play_artist
2202,我要聽吳卓源的歌,play_artist,play_artist
2203,我要聽華語音樂,play_language,play_language
2204,我要聽歪批三國,play_song,play_song
2205,我要聽華語音樂,play_language,play_language
2206,我要聽鄧麗君的歌,play_artist,play_artist
2207,華語音樂,play_language,play_language
2208,播放三字經,play_album,play_audiobook_category
2209,夜來香,play_song,play_song
2210,我要聽光年之外,play_song,play_song
2211,唱animal pants,play_artist,play_artist
2212,我要聽陳綺貞的歌,play_artist,play_artist
2213,我要聽爵士音樂,play_category,play_category
2214,我要聽獨立音樂,play_category,play_category
2215,我要聽準備中,play_album,play_album
2216,播放音樂,play_general_music,play_general_music
2217,我要聽于文文的歌,play_artist,play_artist
2218,李玖哲,play_artist,play_artist
2219,涼涼,play_song,play_song
2220,我要聽光年之外,play_song,play_song
2221,我要聽愛的可能,play_song,play_song
2222,我要聽華語新歌,play_language_new_song,play_language_new_song
2223,愛我你就抱抱我,play_song,play_song
2224,我要聽光年之外,play_song,play_song
2225,我要聽歌,play_general_music,play_general_music
2226,播放一曲相思,play_song,play_song
2227,我要聽王力宏的歌,play_artist,play_artist
2228,c bo,play_artist,play_artist
2229,我要聽光年之外,play_song,play_song
2230,我要聽于文文的歌,play_artist,play_artist
2231,我要聽田馥甄的歌,play_artist,play_artist
2232,我要聽對面的女孩看過來,play_song,play_song
2233,我要聽王力宏的歌,play_artist,play_artist
2234,我要聽新歌,play_new_song,play_new_song
2235,生僻字,play_song,play_song
2236,我要聽盧廣仲的歌,play_artist,play_artist
2237,我要聽玖壹壹的歌,play_artist,play_artist
2238,我要聽王力宏的歌,play_artist,play_artist
2239,我要聽搖滾音樂,play_category,play_category
2240,兩隻老虎,play_song,play_song
2241,我要聽買榜,play_song,play_song
2242,我要聽獨立音樂,play_category,play_category
2243,我要聽陳綺貞的歌,play_artist,play_artist
2244,我要聽畢書盡的歌,play_artist,play_artist
2245,我要聽鳳飛飛的歌,play_artist,play_artist
2246,我要聽蔡依林的歌,play_artist,play_artist
2247,我要聽買榜,play_song,play_song
2248,我要聽吳卓源的歌,play_artist,play_artist
2249,西洋音樂,play_language,play_language
2250,唱一首小蘋果,play_song,play_song
2251,兩隻老虎,play_song,play_song
2252,我要聽吳卓源的歌,play_artist,play_artist
2253,我要聽黃乙玲的歌,play_artist,play_artist
2254,我要聽張雨生的歌,play_artist,play_artist
2255,我要聽台語歌,play_language,play_language
2256,我想聽英文歌,play_language,play_language
2257,播放音樂,play_general_music,play_general_music
2258,唱一首小蘋果,play_song,play_song
2259,生僻字,play_song,play_song
2260,請播放jolene的兒歌beauty,play_song,play_theme
2261,我要聽周興哲的歌,play_artist,play_artist
2262,我要聽古典音樂,play_category,play_category
2263,我要聽李榮浩的歌,play_artist,play_artist
2264,我要聽光年之外,play_song,play_song
2265,我要聽光年之外,play_song,play_song
2266,我要聽獨立音樂,play_category,play_category
2267,我要聽華語新歌,play_language_new_song,play_language_new_song
2268,我要聽王菲的歌,play_album,play_album
2269,我要聽走到飛,play_song,play_song
2270,我要聽劉德華的歌,play_artist,play_artist
2271,我要聽派對動物,play_theme,play_song
2272,播放音樂,play_general_music,play_general_music
2273,我要聽走到飛,play_song,play_song
2274,播放一曲相思,play_song,play_song
2275,我要聽我好嗎,play_song,play_song
2276,我要聽睡眠音樂,play_theme,play_theme
2277,我要聽搖滾音樂,play_category,play_category
2278,我要聽雷鬼音樂,play_category,play_category
2279,我要聽我好嗎,play_song,play_song
2280,我要聽音樂,play_general_music,play_general_music
2281,我要聽獨立音樂,play_category,play_category
2282,我要聽西洋排行榜,play_language_chart,play_language_chart
2283,是,play_playlist,play_album
2284,我要聽鳳飛飛的歌,play_artist,play_artist
2285,我要聽古典音樂,play_category,play_category
2286,我要聽小野麗莎的歌,play_artist,play_artist
2287,我要聽音樂,play_general_music,play_general_music
2288,沙漠駱駝,play_song,play_song
2289,我要聽睡眠音樂,play_theme,play_theme
2290,我要聽林俊傑的歌,play_artist,play_artist
2291,烽火天榜,play_song,play_song
2292,播放音樂,play_general_music,play_general_music
2293,播放一曲相思,play_song,play_song
2294,愛我你就抱抱我,play_song,play_song
2295,播放起風了,play_song,play_song
2296,播放日語歌,play_language,play_language
2297,沙漠駱駝,play_song,play_song
2298,我要聽江蕙的歌,play_artist,play_artist
2299,張碧晨,play_artist,play_artist
2300,我要聽光年之外,play_song,play_song
2301,我要聽新歌,play_new_song,play_new_song
2302,我要聽鬼故事,play_audiobook_category,play_audiobook_category
2303,我要聽天生歌姬,play_album,play_album
2304,我要聽搖滾音樂,play_category,play_category
2305,生日快樂,play_song,play_song
2306,我要聽留不住的故事,play_song,play_song
2307,我要聽古典音樂,play_category,play_category
2308,我要聽寵愛,play_song,play_song
2309,我要愛情怎麼了嗎,play_song,play_song
2310,我要聽街角的祝福,play_song,play_song
2311,兩隻老虎,play_song,play_song
2312,我要聽于文文的歌,play_artist,play_artist
2313,我要聽買榜,play_song,play_song
2314,播放起風了,play_song,play_song
2315,幫我播廣播,play_song,play_song
2316,我要聽于文文的歌,play_artist,play_artist
2317,阿拉丁電影原聲帶,play_song,play_song
2318,我要聽粵語歌,play_language,play_language
2319,我要聽陳綺貞的歌,play_artist,play_artist
2320,我要聽買榜,play_song,play_song
2321,我要聽華語音樂,play_language,play_language
2322,我要聽周杰倫的歌,play_artist,play_artist
2323,我要聽爵士音樂,play_category,play_category
2324,西洋音樂,play_language,play_language
2325,我要聽江蕙的歌,play_artist,play_artist
2326,我要聽我好嗎,play_song,play_song
2327,我要聽老歌,play_theme,play_theme
2328,我要聽茄子蛋的歌,play_artist,play_artist
2329,我要聽你喜歡我的歌嗎,play_song,play_song
2330,我要聽失戀排行榜,play_chart,play_chart
2331,我要聽江蕙的歌,play_artist,play_artist
2332,播放韓語歌,play_language,play_language
2333,taylor swift,play_artist,play_artist
2334,我要聽蘇打綠的歌,play_artist,play_artist
2335,兩隻老虎,play_song,play_song
2336,我要聽新歌,play_new_song,play_new_song
2337,我要聽米津玄師,play_artist,play_artist
2338,我要聽搖滾音樂,play_category,play_category
2339,我要聽台語歌,play_language,play_language
2340,我要聽月琴,play_song,play_song
2341,我要聽玖壹壹的歌,play_artist,play_artist
2342,播放一曲相思,play_song,play_song
2343,我要聽薛之謙的歌,play_artist,play_artist
2344,我要聽放火唱的opera asian,play_song,play_song
2345,我要聽準備中,play_album,play_album
2346,我要聽床邊故事,play_audiobook_category,play_audiobook_category
2347,我要聽光年之外,play_song,play_song
2348,我要聽林俊傑的歌,play_artist,play_artist
2349,涼涼,play_song,play_song
2350,我要聽張學友的歌,play_artist,play_artist
2351,我要聽光年之外,play_song,play_song
2352,宗緯的海天在下雨我在想你,play_theme,play_artist_song
2353,幫我播潘越雲的歌,play_artist,play_artist
2354,我要聽五月天的歌,play_artist,play_artist
2355,愛我你就抱抱我,play_song,play_song
2356,我要聽新歌,play_new_song,play_new_song
2357,我要聽我好嗎,play_song,play_song
2358,我要聽台語歌,play_language,play_language
2359,告白氣球,play_song,play_song
2360,我要聽有點野,play_album,play_album
2361,放流行歌曲,play_trending,play_trending
2362,學貓叫,play_song,play_song
2363,我要聽嘻哈音樂,play_category,play_category
2364,我要聽薛之謙的歌,play_artist,play_artist
2365,我要聽搖滾音樂,play_category,play_category
2366,我要聽吳卓源的歌,play_artist,play_artist
2367,我要聽梁靜茹的歌,play_artist,play_artist
2368,我要聽西遊記,play_audiobook,play_audiobook
2369,兩隻老虎,play_song,play_song
2370,播放一曲相思,play_song,play_song
2371,我要聽粵語歌,play_language,play_language
2372,播放一曲相思,play_song,play_song
2373,我要聽周杰倫的歌,play_artist,play_artist
2374,我要聽留不住的故事,play_song,play_song
2375,我要聽搖滾音樂,play_category,play_category
2376,我要聽喬幼的歌,play_artist,play_artist
2377,兩隻老虎,play_song,play_song
2378,男人女人,play_song,play_song
2379,我要聽王力宏的歌,play_artist,play_artist
2380,我要聽于文文的歌,play_artist,play_artist
2381,我要聽嘻哈音樂,play_category,play_category
2382,我要聽三隻小豬,play_audiobook,play_audiobook
2383,播放一曲相思,play_song,play_song
2384,我要聽于文文的歌,play_artist,play_artist
2385,我要聽鬼故事,play_audiobook_category,play_audiobook_category
2386,我要聽熱門歌曲,play_trending,play_trending
2387,白安,play_artist,play_artist
2388,愛我你就抱抱我,play_song,play_song
2389,兩隻老虎,play_song,play_song
2390,愛我你就抱抱我,play_song,play_song
2391,播放音樂,play_general_music,play_general_music
2392,播放輕音樂,play_artist,play_category
2393,我要聽古典音樂,play_category,play_category
2394,播放音樂,play_general_music,play_general_music
2395,我要聽爵士音樂,play_category,play_category
2396,我要聽爵士音樂,play_category,play_category
2397,康康,play_artist,play_artist
2398,播放一曲相思,play_song,play_song
2399,綠色,play_song,play_song
2400,我要聽新歌,play_new_song,play_new_song
2401,我要聽買榜,play_song,play_song
2402,我要聽買榜,play_song,play_song
2403,我要聽煙花易冷,play_song,play_song
2404,我要聽林俊傑的歌,play_artist,play_artist
2405,我要聽華語新歌,play_language_new_song,play_language_new_song
2406,我要聽 Alan Walker 的歌,play_artist,play_artist
2407,我要聽悲傷的歌曲,play_theme,play_theme
2408,明天我告訴放假不,play_song,play_song
2409,我要聽快樂鳥日子,play_song,play_song
2410,我要聽喬幼的歌,play_artist,play_artist
2411,我要聽林俊傑的歌,play_artist,play_artist
2412,我要聽新歌,play_new_song,play_new_song
2413,我要聽于文文的歌,play_artist,play_artist
2414,我們要聽什麼歌好,play_song,play_song
2415,我要聽日文歌,play_language,play_language
2416,唱一首小蘋果,play_song,play_song
2417,我要聽鄧麗君的歌,play_artist,play_artist
2418,我要聽我好嗎,play_song,play_song
2419,播放一曲相思,play_song,play_song
2420,西洋音樂,play_language,play_language
2421,我要聽伍佰的歌,play_album,play_album
2422,我要聽莫文蔚的歌,play_artist,play_artist
2423,我要聽買榜,play_song,play_song
2424,is夠了,play_song,play_song
2425,我要聽留不住的故事,play_song,play_song
2426,涼涼,play_song,play_song
2427,爵士樂,play_category,play_category
2428,愛我你就抱抱我,play_song,play_song
2429,李玖哲,play_artist,play_artist
2430,我想要聽順子的寫一首歌,play_artist_song,play_song
2431,我要聽防彈少年團的歌,play_artist,play_artist
2432,我要聽相聲選粹,play_audiobook,play_audiobook
2433,早安太陽,play_song,play_song
2434,bruno mars,play_artist,play_artist
2435,播放一曲相思,play_song,play_song
2436,我想要聽周杰倫的告白氣球,play_artist_song,play_artist_song
2437,播放韓語歌,play_language,play_language
2438,兩隻老虎,play_song,play_song
2439,我要聽對面的女孩看過來,play_song,play_song
2440,請播放命運一直走,play_song,play_song
2441,我想聽快樂情境的歌,play_theme,play_theme
2442,播放古典音樂,play_category,play_category
2443,我要聽費玉清的歌,play_artist,play_artist
2444,播放音樂,play_general_music,play_general_music
2445,我要聽周杰倫的歌,play_artist,play_artist
2446,彭佳慧,play_artist,play_artist
2447,我要聽光年之外,play_song,play_song
2448,我要聽節奏藍調音樂,play_category,play_category
2449,我要聽音樂,play_general_music,play_general_music
2450,我要聽煙花易冷,play_song,play_song
2451,我想聽齊秦的歌,play_artist,play_artist
2452,唱一首小苹果,play_song,play_song
2453,阿拉丁主題曲,play_song,play_song
2454,幫我播潘越雲的歌,play_artist,play_artist
2455,我想要聽周杰倫的告白氣球,play_artist_song,play_artist_song
2456,我要聽吳卓源的歌,play_artist,play_artist
2457,愛我你就抱抱我,play_song,play_song
2458,我要聽搖滾音樂,play_category,play_category
2459,播放音樂,play_general_music,play_general_music
2460,我要聽愛的可能,play_song,play_song
2461,播放一曲相思,play_song,play_song
2462,我要聽我好嗎,play_song,play_song
2463,我要聽節奏藍調音樂,play_category,play_category
2464,我要聽爵士音樂,play_category,play_category
2465,謝金燕,play_artist,play_artist
2466,播放一曲相思,play_song,play_song
2467,我要聽江蕙的歌,play_artist,play_artist
2468,我要聽鄧麗君的歌,play_artist,play_artist
2469,我要聽薛之謙的歌,play_artist,play_artist
2470,學貓叫,play_song,play_song
2471,我要聽節奏藍調音樂,play_category,play_category
2472,我要聽心情不好的時候適合聽的歌曲,play_theme,play_theme
2473,我要聽孫露的歌,play_artist,play_artist
2474,我要聽準備中,play_album,play_album
2475,我要聽薛之謙的歌,play_artist,play_artist
2476,我要聽買榜,play_song,play_song
2477,西洋音樂,play_language,play_language
2478,我要聽張學友的歌,play_artist,play_artist
2479,我要聽相聲選粹,play_audiobook,play_audiobook
2480,播放音樂,play_general_music,play_general_music
2481,我要聽華語新歌,play_language_new_song,play_language_new_song
2482,我要聽愛情的模樣,play_song,play_song
2483,我要聽林憶蓮的歌,play_artist,play_artist
2484,我要聽莫文蔚的歌,play_artist,play_artist
2485,播放一曲相思,play_song,play_song
2486,我要聽音樂,play_general_music,play_general_music
2487,涼涼,play_song,play_song
2488,我要聽失戀排行榜,play_chart,play_chart
2489,播放音樂,play_general_music,play_general_music
2490,我要聽買榜,play_song,play_song
2491,我要聽王力宏的歌,play_artist,play_artist
2492,放抒情歌,play_theme,play_theme
2493,播放一曲相思,play_song,play_song
2494,烽火天榜,play_song,play_song
2495,生僻字,play_song,play_song
2496,我要聽你喜歡我的歌嗎,play_song,play_song
2497,唱一首小蘋果,play_song,play_song
2498,幫我播放大自然音樂,play_artist,play_artist
2499,我要聽爵士音樂,play_category,play_category
2500,涼涼,play_song,play_song
2501,涼涼,play_song,play_song
2502,我要聽買榜,play_song,play_song
2503,我要聽迪士尼音樂,play_song,play_song
2504,我要聽八度空間,play_album,play_album
2505,我要聽嘻哈音樂,play_category,play_category
2506,涼涼,play_song,play_song
2507,故事,play_general_audiobook,play_general_audiobook
2508,播放起風了,play_song,play_song
2509,我要聽陳奕迅的歌,play_artist,play_artist
2510,我要聽我好嗎,play_song,play_song
2511,我要聽林俊傑的歌,play_artist,play_artist
2512,愛我你就抱抱我,play_song,play_song
2513,馬友友,play_artist,play_artist
2514,我要聽快樂的音樂,play_song,play_song
2515,愛我你就抱抱我,play_song,play_song
2516,我要聽三隻小豬,play_audiobook,play_audiobook
2517,我要聽劉德華的歌,play_artist,play_artist
2518,播放韓語歌,play_language,play_language
2519,我要聽爵士音樂排行榜,play_category_chart,play_category_chart
2520,播放小紅帽的兒童故事,play_audiobook_category,play_audiobook_category
2521,愛我你就抱抱我,play_song,play_song
2522,我要聽周杰倫的歌,play_artist,play_artist
2523,我要聽感到憤怒的歌曲,play_theme,play_theme
2524,我要聽走到飛,play_song,play_song
2525,我要聽買榜,play_song,play_song
2526,我要聽李聖傑的歌,play_artist,play_artist
2527,我要聽對面的女孩看過來,play_song,play_song
2528,我要聽搖滾音樂,play_category,play_category
2529,我要聽光年之外,play_song,play_song
2530,唱一首小蘋果,play_song,play_song
2531,我要聽節奏藍調音樂,play_category,play_category
2532,我要聽新歌,play_new_song,play_new_song
2533,黃鶯鶯,play_artist,play_artist
2534,我要聽春天的歌曲,play_song,play_theme
2535,播放起風了,play_song,play_song
2536,我要聽林俊傑的歌,play_artist,play_artist
2537,我要聽電子音樂排行榜,play_category_chart,play_category_chart
2538,我要聽伍佰的歌,play_album,play_album
2539,我要聽感到憤怒的歌曲,play_theme,play_theme
2540,播放我的滑板鞋,play_song,play_song
2541,我要聽日文歌,play_language,play_language
2542,播放芭比的觸電,play_artist_song,play_artist_song
2543,我要聽田馥甄的歌,play_artist,play_artist
2544,八十八小豹小豹,play_song,play_audiobook
2545,我要聽古典音樂,play_category,play_category
2546,我要聽對面的女孩看過來,play_song,play_song
2547,我要聽費玉清的歌,play_artist,play_artist
2548,聽廣播,play_audiobook_category,play_song
2549,你唱歌很好聽唱歌,play_song,play_song
2550,愛我你就抱抱我,play_song,play_song
2551,來首愛情的騙子我問你,play_song,play_song
2552,我要聽周杰倫的歌,play_artist,play_artist
2553,我要聽浪漫的音樂,play_theme,play_theme
2554,播放蔡琴的歌曲,play_artist,play_artist
