,處理的字串,label,predict
822,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
823,我要聽莫文蔚的歌,play_artist,play_artist
824,我要聽煙花易冷,play_song,play_song
825,往後餘生,play_song play_album,play_song play_album
826,我要聽西洋排行榜,play_chart play_language_chart,play_chart
827,把玫瑰少年,play_song play_album,play_song play_album
828,我要聽雷鬼音樂,play_category,play_category
829,我要聽吳卓源的歌,play_artist,play_artist
830,我要聽周華健的歌,play_artist play_album,play_artist play_album
831,我要聽王力宏的歌,play_artist play_album,play_artist play_album
832,我要聽 Alan Walker 的歌,play_artist play_song,play_artist play_song
833,許富凱,play_artist,play_artist
834,想聽周杰倫的音樂,play_artist play_song play_album,play_artist play_song play_album
835,楊宗緯涼涼,play_artist play_album play_artist_song,play_artist
836,幫我點周杰倫熱門歌曲,play_artist_trending play_trending,play_trending
837,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
838,我要聽相聲,play_audiobook_category,play_audiobook_category
839,我要聽兒歌,play_artist play_song,play_artist play_song
840,我要聽買榜,play_song play_playlist,play_song play_playlist
841,我要聽相聲,play_audiobook_category,play_audiobook_category
842,我要聽蔡依林的歌,play_artist play_album,play_artist play_album
843,我要聽節奏藍調音樂,play_category,play_category
844,我要聽 Misia 的歌,play_artist play_song play_album,play_artist play_song play_album
845,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
846,我要聽嘻哈音樂,play_category,play_category
847,播放音樂,play_general_music,play_general_music
848,播放一曲相思,play_song play_album,play_song play_album
849,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
850,我要聽吳卓源的歌,play_artist,play_artist
851,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
852,我要聽你喜歡我的歌嗎,play_song play_album,play_song play_album
853,我要聽快樂的音樂,play_song,
854,我要聽電子音樂,play_category,play_category
855,幫我放一星空,play_song,play_song play_album
856,唱一首小蘋果,play_song play_album,play_song play_album
857,冰雪奇緣主題曲,play_song play_album,play_song play_album
858,兩隻老虎,play_song,play_song
859,我要聽光年之外,play_song play_album,play_song play_album
860,我要聽光年之外,play_song play_album,play_song play_album
861,我要聽日文歌,play_language,play_language
862,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
863,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
864,我想聽無言的結局,play_song,play_song
865,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
866,我要聽費玉清的歌,play_artist play_album,play_artist play_album
867,播放一曲相思,play_song play_album,play_song play_album
868,披頭四,play_song,play_song
869,我要聽嘻哈音樂,play_category,play_category
870,我要聽薛之謙的歌,play_artist play_album,play_artist play_album
871,我要聽熱門歌曲,play_trending,play_trending
872,犀利筆小豹海厲害,play_artist play_song,play_song play_album
873,我要聽許茹芸的歌,play_artist,play_artist
874,我要聽光年之外,play_song play_album,play_song play_album
875,我要聽費玉清的歌,play_artist play_album,play_artist play_album
876,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
877,我要聽我好嗎,play_song play_album,play_song play_album
878,我要聽睡眠音樂,play_artist play_song play_album play_theme,play_theme
879,黃鶯鶯的哭砂,play_artist play_artist_song,play_artist play_artist_song
880,我要聽派對動物,play_song play_theme,play_song
881,大悲咒,play_song,play_song
882,我要聽粵語歌,play_language,play_language
883,往後餘生,play_song play_album,play_song play_album
884,播放一曲相思,play_song play_album,play_song play_album
885,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
886,我要聽浪漫的音樂,play_song play_theme,play_theme play_category
887,播放張學友,play_artist play_album,play_artist play_album
888,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
889,愛我你就抱抱我,play_song play_album,play_song play_album
890,我要聽張宇的歌,play_artist,play_artist
891,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
892,我要聽林憶蓮的歌,play_artist play_album,play_artist play_album
893,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
894,學貓叫,play_song play_album,play_song play_album
895,我要聽香草把噗,play_song play_album,play_song
896,我要聽光年之外,play_song play_album,play_song play_album
897,我要聽兒歌,play_artist play_song,play_artist play_song
898,播放卡農,play_song,play_song
899,我要聽音樂,play_general_music,play_general_music
900,我要聽獨立音樂,play_category,play_category
901,我要聽校歌了麼小哥,play_song play_album,play_artist play_song play_album
902,我要聽走到飛,play_song play_album,play_song play_album
903,我要聽搖滾音樂,play_category,play_category
904,我要聽浪漫的音樂,play_song play_theme,play_theme play_category
905,學貓叫,play_song play_album,play_song play_album
906,我要聽留不住的故事,play_song,play_song
907,播放一曲相思,play_song play_album,play_song play_album
908,播費玉清的晚安曲,play_artist_song play_artist_album,play_artist play_artist_song play_artist_album
909,我要聽韓語排行榜,play_chart play_language_chart,play_chart
910,我要聽于文文的歌,play_artist play_playlist,play_artist
911,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
912,播放蔡依林的你也有今天,play_artist play_album play_artist_song,play_artist play_album play_artist_song
913,我要聽有點野,play_album,play_album
914,我要聽愛情的模樣,play_song,play_song
915,我要聽愛的可能,play_song play_album,play_song play_album
916,我要聽冬季適合聽的歌曲,play_theme,play_theme
917,我要聽古典音樂,play_category,play_category
918,我要聽電子音樂,play_category,play_category
919,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
920,播放悲傷如雨,play_song play_theme,play_song
921,我要聽古典音樂,play_category,play_category
922,播放一曲相思,play_song play_album,play_song play_album
923,我要聽韓語排行榜,play_chart play_language_chart,play_chart
924,我要聽搖滾音樂,play_category,play_category
925,我要聽煙花易冷,play_song,play_song
926,我要聽留不住的故事,play_song,play_song
927,我要聽宇多田光的歌,play_artist play_song,play_artist play_song play_album
928,高勝美的哭砂,play_artist play_artist_song,play_artist play_artist_song
929,播放我還年輕,play_song play_album,play_song play_album
930,我要聽江蕙的歌,play_artist,play_artist
931,愛我你就抱抱我,play_song play_album,play_song play_album
932,我要聽西遊記,play_song play_album play_audiobook,play_song play_album play_audiobook
933,學貓叫,play_song play_album,play_song play_album
934,我要聽周興哲的歌,play_artist,play_artist
935,我要聽英文版綠野仙蹤,play_song play_audiobook,play_song play_audiobook
936,我要聽新歌,play_new_song,play_new_song play_language_new_song
937,我要聽大叔,play_song play_album,play_song
938,莉莉,play_artist,play_artist play_song
939,我要聽吳卓源的歌,play_artist,play_artist
940,我要聽煙花易冷,play_song,play_song
941,我要聽煙花易冷,play_song,play_song
942,我要聽嘻哈音樂,play_category,play_category
943,我要聽粵語歌,play_language,play_language
944,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
945,小胖小胖我要一分我要一本書的一小泡,play_artist play_song,play_song
946,唱一首小蘋果,play_song play_album,play_song play_album
947,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
948,我要聽徐懷鈺等不及,play_artist play_song play_album,play_artist play_artist_song
949,我要聽伍佰的歌,play_artist play_album,play_artist play_album
950,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
951,我要聽搖滾音樂,play_category,play_category
952,say say say,play_song,play_song
953,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
954,往後餘生,play_song play_album,play_song play_album
955,我要聽失戀排行榜,play_chart,play_chart
956,播放起風了,play_song play_album,play_song play_album
957,我要聽日文歌,play_language,play_language
958,學貓叫,play_song play_album,play_song play_album
959,我要聽悲傷的歌曲,play_song play_theme,play_theme
960,我要聽林宥嘉的歌,play_artist,play_artist
961,我要聽小野麗莎的歌,play_artist,play_artist
962,兩隻老虎,play_song,play_song
963,播放起風了,play_song play_album,play_song play_album
964,有一種悲傷,play_song play_album play_theme,play_song play_album
965,西洋音樂,play_language,play_language
966,我要聽生日快樂歌,play_artist play_song play_album,play_song play_album
967,播放今晚打老虎觸電,play_artist play_song play_album,play_song
968,我想聽快樂情境的歌,play_theme,
969,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
970,光輝歲月,play_song play_album,play_song play_album
971,愛我你就抱抱我,play_song play_album,play_song play_album
972,我要聽王力宏的歌,play_artist play_album,play_artist play_album
973,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
974,我要聽薛之謙的歌,play_artist play_album,play_artist play_album
975,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
976,我要聽光年之外,play_song play_album,play_song play_album
977,綠色,play_song play_album,play_song play_album
978,停格,play_song play_album,
979,幫我記錄鑰匙放在口袋裡,play_song,play_song
980,醉玫瑰,play_song,play_song
981,西洋音樂,play_language,play_language
982,兩隻老虎,play_song,play_song
983,播放小紅帽的兒童故事,play_audiobook play_audiobook_category,play_audiobook_category
984,我要聽來自天堂,play_song play_album,play_song play_album
985,我要聽光年之外,play_song play_album,play_song play_album
986,愛我你就抱抱我,play_song play_album,play_song play_album
987,我要聽快樂的音樂,play_song,
988,播放一曲相思,play_song play_album,play_song play_album
989,我要聽買榜,play_song,play_song play_playlist
990,愛江山愛美人,play_song play_album,play_song play_album
991,我要聽王傑的歌,play_artist,play_artist
992,播放排行榜,play_chart,play_chart
993,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
994,愛我你就抱抱我,play_song play_album,play_song play_album
995,愛我你就抱抱我,play_song play_album,play_song play_album
996,我要聽張慧的歌,,play_artist
997,播小提琴演奏,play_artist play_album,play_artist
998,我要聽光年之外,play_song play_album,play_song play_album
999,我要聽我好嗎,play_song play_album,play_song play_album
1000,我要聽薛之謙的歌,play_artist play_album,play_artist play_album
1001,我要聽粵語歌,play_language,play_language
1002,我要聽費玉清的歌,play_artist play_album,play_artist play_album
1003,我要聽新歌,play_new_song,play_new_song play_language_new_song
1004,大智,play_artist play_song,play_song
1005,我要聽于文文的歌,play_artist play_playlist,play_artist
1006,我要聽于文文的歌,play_artist,play_artist
1007,我要聽新歌,play_new_song,play_new_song play_language_new_song
1008,我要聽王菲的歌,play_artist play_song play_album,play_artist play_song play_album
1009,播放二零一八西洋流行歌曲,play_trending play_language_trending,
1010,愛我你就抱抱我,play_song play_album,play_song play_album
1011,我要聽相聲,play_audiobook_category,play_audiobook_category
1012,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
1013,我要聽baby song,play_song,play_song play_album
1014,我要聽新歌,play_new_song,play_new_song play_language_new_song
1015,我要聽月琴,play_song,play_song
1016,我要聽我好嗎,play_song play_album,play_song play_album
1017,播放音樂,play_general_music,play_general_music
1018,我要聽煙花易冷,play_song,play_song
1019,我要聽煙花易冷,play_song,play_song
1020,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
1021,我要聽蔡琴的歌,play_artist play_album,play_artist play_album
1022,追追追,play_song,play_song
1023,我要聽齊天大聖再鬧天宮,play_song play_audiobook,play_song
1024,黃鶯鶯的哭砂,play_artist play_artist_song,play_artist play_artist_song
1025,兩隻老虎,play_song,play_song
1026,我要聽英文歌曲,play_language,play_language
1027,我要聽快樂天堂,play_song play_album,play_song play_album
1028,我要聽我好嗎,play_song play_album,play_song play_album
1029,涼涼,play_song play_album,play_song play_album
1030,生僻字,play_song play_album,play_song play_album
1031,放孫燕姿的歌,play_artist play_album,play_artist play_album
1032,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1033,我要聽對面的女孩看過來,play_song,play_song
1034,我要聽熱門歌曲,play_trending,play_trending
1035,我要聽台語歌,play_language,play_language
1036,我要聽香草把噗,play_song play_album,play_song
1037,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
1038,我要聽李千娜的歌,play_artist play_song,play_artist play_song play_album
1039,我要聽買榜,play_song play_playlist,play_song play_playlist
1040,我要聽準備中,play_song play_album,play_song play_album
1041,我要聽許茹芸的歌,play_artist,play_artist
1042,我要聽動力火車的歌,play_artist play_song play_album,play_artist play_song play_album
1043,愛我你就抱抱我,play_song play_album,play_song play_album
1044,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1045,我要聽孫露的歌,play_artist,play_artist
1046,放流行音樂,play_trending,
1047,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
1048,我要聽古典音樂,play_category,play_category
1049,播放一曲相思,play_song play_album,play_song play_album
1050,我要聽張惠妹的歌,play_artist,play_artist
1051,往後餘生,play_song play_album,play_song play_album
1052,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
1053,我要聽光年之外,play_song play_album,play_song play_album
1054,請播睡前故事,play_song play_audiobook_category,play_song play_audiobook_category
1055,我要聽煙花易冷,play_song,play_song
1056,我要聽粵語歌,play_language,play_language
1057,播放起風了,play_song play_album,play_song play_album
1058,我要聽張學友的歌,play_artist play_album,play_artist play_album
1059,生僻字,play_song play_album,play_song play_album
1060,請介紹美國德州,play_song play_album,play_song
1061,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
1062,卡路里,play_song play_album,play_song
1063,播放一曲相思,play_song play_album,play_song play_album
1064,我要聽 ONE OK ROCK 的歌,play_artist play_song,play_artist play_song
1065,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
1066,播放一曲相思,play_song play_album,play_song play_album
1067,說個笑話,play_song,play_song
1068,我要聽張學友的歌,play_artist play_album,play_artist play_album
1069,我要聽蔡依林的歌,play_artist play_album,play_artist play_album
1070,涼涼,play_song play_album,play_song play_album
1071,我要聽防彈少年團的歌,play_artist play_song,play_artist play_song play_album
1072,愛我你就抱抱我,play_song play_album,play_song play_album
1073,我要聽節奏藍調音樂,play_category,play_category
1074,我要聽劉德華的歌,play_artist play_song play_album,play_artist play_song play_album
1075,黃小琥,play_artist,play_artist
1076,我要聽快樂天堂,play_song play_album,play_song play_album
1077,我要聽煙花易冷,play_song,play_song
1078,播放殘酷天使的行動綱領二零零九,play_artist play_song play_album,play_song
1079,我要聽喬幼的歌,play_artist,play_artist
1080,我要聽歪批三國,play_song,play_song
1081,我要聽王力宏的歌,play_artist play_album,play_artist play_album
1082,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
1083,我要聽小野麗莎的歌,play_artist,play_artist
1084,唱一首小蘋果,play_song play_album,play_song play_album
1085,涼涼,play_song play_album,play_song play_album
1086,我要聽熱門歌曲,play_trending,play_trending
1087,我要聽許茹芸的歌,play_artist,play_artist
1088,我要聽春天的歌曲,play_song,play_song play_theme
1089,唱一首小蘋果,play_song play_album,play_song play_album
1090,沙漠駱駝,play_song play_album,play_song play_album
1091,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
1092,播放起風了,play_song play_album,play_song play_album
1093,我要聽于文文的歌,play_artist play_playlist,play_artist
1094,就是那個我的幼稚園的那個,play_song,play_song play_album
1095,我要聽心情不好的時候適合聽的歌曲,play_theme,play_theme
1096,西洋音樂,play_language,play_language
1097,我要聽徐懷鈺的心中的遺憾,play_artist play_album play_artist_song,play_artist play_artist_song
1098,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
1099,沙漠駱駝,play_song play_album,play_song play_album
1100,我要聽快樂天堂,play_song play_album,play_song play_album
1101,我要聽歪批三國,play_song,play_song
1102,我要聽床邊故事,play_song play_audiobook_category,play_song play_audiobook_category
1103,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
1104,我要聽費玉清的歌,play_artist play_album,play_artist play_album
1105,我要聽愛情的模樣,play_song,play_song
1106,我要聽歪批三國,play_song,play_song
1107,我要聽愛的可能,play_song play_album,play_song play_album
1108,我要聽光年之外,play_song play_album,play_song play_album
1109,我想聽charlie puth的attention,play_artist_song play_artist_album,play_song play_album
1110,學貓叫,play_song play_album,play_song play_album
1111,我要聽老歌,play_song play_album play_theme,play_song play_album
1112,唱一首小蘋果,play_song play_album,play_song play_album
1113,來首無言的結局,play_song,play_song
1114,我要聽留不住的故事,play_song,play_song
1115,我要聽新歌,play_new_song,play_new_song play_language_new_song
1116,西洋音樂,play_language,play_language
1117,我要聽 ONE OK ROCK,play_artist play_song,play_artist play_song
1118,播放一曲相思,play_song play_album,play_song play_album
1119,我要聽新歌,play_new_song,play_new_song play_language_new_song
1120,我要聽相聲,play_audiobook_category,play_audiobook_category
1121,播放起風了,play_song play_album,play_song play_album
1122,我要聽張信哲的歌,play_artist,play_artist
1123,許富凱,play_artist,play_artist
1124,播放一曲相思,play_song play_album,play_song play_album
1125,許富凱,play_artist,play_artist
1126,我要聽買榜,play_song play_playlist,play_song play_playlist
1127,我要聽蔡依林的歌,play_artist play_album,play_artist play_album
1128,我要聽兒歌,play_artist play_song,play_artist play_song
1129,我要聽粵語歌,play_language,play_language
1130,仁芬旅遊之聲,play_artist play_song,
1131,我要聽兒歌,play_artist play_song,play_artist play_song
1132,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1133,陳小雲,play_artist play_album,play_artist
1134,我要聽齊天大聖再鬧天宮,play_song play_audiobook,play_song
1135,我要聽有聲書,play_category,
1136,我要聽楊丞琳的歌,play_artist play_album,play_artist play_album
1137,我要聽相聲選粹,play_album play_audiobook,play_album play_audiobook
1138,我要聽茄子蛋的歌,play_artist play_song,play_artist play_song
1139,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
1140,我要聽月琴,play_song,play_song
1141,我要播戴佩妮的怎樣,play_artist_song play_artist_album,play_artist_song
1142,我要聽蔡琴的歌,play_artist play_album,play_artist play_album
1143,我要聽王力宏的歌,play_artist play_album,play_artist play_album
1144,我要聽綠的草地藍藍天,play_song,play_song play_album
1145,李玖哲,play_artist,play_artist
1146,播放韓語歌,play_language,play_language
1147,我要聽 lady gaga 的歌,play_artist play_song,play_artist play_song play_album
1148,我要聽光年之外,play_song play_album,play_song play_album
1149,彭佳慧,play_artist play_album,play_artist play_album
1150,生僻字,play_song play_album,play_song play_album
1151,我要聽搖滾音樂,play_category,play_category
1152,我要聽光年之外,play_song play_album,play_song play_album
1153,沙漠駱駝,play_song play_album,play_song play_album
1154,我要聽對面的女孩看過來,play_song,play_song
1155,我要聽蔡依林,play_artist play_album,play_artist play_album
1156,我要聽生日快樂歌,play_artist play_song play_album,play_song play_album
1157,我想聽無言的歌,play_song,play_song
1158,學貓叫,play_song play_album,play_song play_album
1159,孫露的月光小夜曲,play_artist play_album play_artist_song,play_artist play_album play_artist_song
1160,學貓叫,play_song play_album,play_song play_album
1161,播放起風了,play_song play_album,play_song play_album
1162,我要聽王力宏的歌,play_artist play_album,play_artist play_album
1163,我要聽光年之外,play_song play_album,play_song play_album
1164,我要聽搖滾音樂,play_category,play_category
1165,生僻字,play_song play_album,play_song play_album
1166,我想聽無言的結局,play_song,play_song
1167,追追追,play_song,play_song
1168,我要聽華語音樂,play_language,play_language
1169,唱一首小蘋果,play_song play_album,play_song play_album
1170,播放一曲相思,play_song play_album,play_song play_album
1171,我要聽琅琊榜,play_song play_album play_playlist,play_song play_album
1172,我要聽許茹芸的歌,play_artist,play_artist
1173,幫我播潘越雲的歌,play_artist play_song,play_artist
1174,我要聽光年之外,play_song play_album,play_song play_album
1175,我要聽煙花易冷,play_song,play_song
1176,我要聽茄子蛋的歌,play_artist play_song,play_artist play_song
1177,我要聽于文文的歌,play_artist,play_artist
1178,愛我你就抱抱我,play_song play_album,play_song play_album
1179,我要聽嘻哈音樂,play_category,play_category
1180,我要聽準備中,play_song play_album,play_song play_album
1181,郭德綱的節目,play_playlist,
1182,西洋音樂,play_language,play_language
1183,我要聽梁靜茹的歌,play_artist,play_artist
1184,我要聽快樂的音樂,play_song,
1185,往後餘生,play_song play_album,play_song play_album
1186,陳小春,play_artist play_song,play_artist
1187,我要聽白雪公主,play_song play_audiobook,play_song play_audiobook
1188,我要聽費玉清的歌,play_artist play_album,play_artist play_album
1189,我要聽煙花易冷,play_song,play_song
1190,涼涼,play_song play_album,play_song play_album
1191,moon river,play_song,play_song play_album
1192,重複播放什麼好了這個不用,play_song play_album,play_song play_album
1193,唱一首小蘋果,play_song play_album,play_song play_album
1194,我要聽小野麗莎的歌,play_artist,play_artist
1195,我要聽快樂頌,play_song,play_song
1196,我要聽新歌,play_new_song,play_new_song play_language_new_song
1197,我要聽搖滾音樂,play_category,play_category
1198,我要聽獨立音樂,play_category,play_category
1199,我要聽 Misia 的歌,play_artist play_song play_album,play_artist play_song play_album
1200,我要聽于文文的歌,play_artist play_playlist,play_artist
1201,謝雷,play_artist,play_artist
1202,我要聽江蕙的歌,play_artist,play_artist
1203,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
1204,唱一首小蘋果,play_song play_album,play_song play_album
1205,有點甜,play_song,play_song play_album
1206,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
1207,我想聽光良的歌,play_artist,play_artist
1208,我要聽相聲,play_audiobook_category,play_audiobook_category
1209,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
1210,我要聽周興哲的歌,play_artist,play_artist
1211,涼涼,play_song play_album,play_song play_album
1212,我要聽熱門歌曲,play_trending,play_trending
1213,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
1214,我要聽再遇不到你這樣的人,play_song play_album,play_song play_album
1215,我要聽八度空間,play_song play_album,play_song play_album
1216,我要聽派對動物,play_song play_theme,play_song
1217,我要聽買榜,play_song play_playlist,play_song play_playlist
1218,我要聽小星星,play_song,play_song
1219,我要聽快樂頌,play_song,play_song
1220,播放小紅帽的兒童故事,play_audiobook play_audiobook_category,play_audiobook_category
1221,有聲書,play_general_audiobook,play_general_audiobook
1222,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
1223,我要聽我好嗎,play_song play_album,play_song play_album
1224,我要聽買榜,play_song play_playlist,play_song play_playlist
1225,兩隻老虎,play_song,play_song
1226,我要聽搖滾音樂,play_category,play_category
1227,我要聽愛的可能,play_song play_album,play_song play_album
1228,我要聽熱門歌曲,play_trending,play_trending
1229,西洋音樂,play_language,play_language
1230,我要聽兒歌,play_artist play_song,play_artist play_song
1231,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1232,我要聽嘻哈排行榜,play_chart play_category_chart,play_chart
1233,我要聽台語歌,play_language,play_language
1234,我要聽小野麗莎的歌,play_artist,play_artist
1235,我要聽走到飛,play_song play_album,play_song play_album
1236,我要聽黃齡傷不起,play_song,play_artist play_artist_song
1237,我要聽歪批三國,play_song,play_song
1238,我要聽煙花易冷,play_song,play_song
1239,我要聽留不住的故事,play_song,play_song
1240,我要聽小叮噹的故事,play_artist play_song,play_song play_audiobook_category
1241,我要聽兒歌,play_artist play_song,play_artist play_song
1242,學貓叫,play_song play_album,play_song play_album
1243,我要聽相聲選粹,play_album play_audiobook,play_album play_audiobook
1244,播放鈴聲力量,play_song play_album,play_song play_album
1245,兩隻老虎,play_song,play_song
1246,我要聽光年之外,play_song play_album,play_song play_album
1247,我要聽白雪公主,play_song play_audiobook,play_song play_audiobook
1248,我要聽嘻哈音樂,play_category,play_category
1249,我要聽蔡依林的腦公,play_artist play_album play_artist_song,play_artist play_album play_artist_song
1250,黃鶯鶯的哭砂,play_artist play_artist_song,play_artist play_artist_song
1251,要聽小巴掌,play_song,play_song
1252,我要聽睡眠音樂,play_artist play_song play_album play_theme,play_theme
1253,涼涼,play_song play_album,play_song play_album
1254,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
1255,西洋音樂,play_language,play_language
1256,我要聽周華健的歌,play_artist play_album,play_artist play_album
1257,我要聽歪批三國,play_song,play_song
1258,播放小鳥,play_song,play_song
1259,追追追,play_song,play_song
1260,我換一個音樂猜測夫斯基的音樂,play_song,
1261,播放韓語歌,play_language,play_language
1262,我要聽兒歌,play_artist play_song,play_artist play_song
1263,我要聽光年之外,play_song play_album,play_song play_album
1264,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1265,播放一曲相思,play_song play_album,play_song play_album
1266,我要聽孫露的歌,play_artist,play_artist
1267,我要聽煙花易冷,play_song,play_song
1268,我要聽于文文的歌,play_artist play_playlist,play_artist
1269,我要聽橄欖樹,play_song,play_song
1270,我要聽煙花易冷,play_song,play_song
1271,播放音樂,play_general_music,play_general_music
1272,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
1273,播放一曲相思,play_song play_album,play_song play_album
1274,我要聽周華健的歌,play_artist play_album,play_artist play_album
1275,涼涼,play_song play_album,play_song play_album
1276,我要聽華語音樂,play_language,play_language
1277,學貓叫,play_song play_album,play_song play_album
1278,我要聽動力火車的歌,play_artist play_song play_album,play_artist play_song play_album
1279,兩隻老虎,play_song,play_song
1280,我要聽橄欖樹,play_song,play_song
1281,小星星,play_song,play_song
1282,我要聽搖滾音樂,play_category,play_category
1283,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
1284,我要聽歌謠,play_song,
1285,快歌曲,play_song play_playlist,
1286,我要聽光年之外,play_song play_album,play_song play_album
1287,我要聽床邊故事,play_song play_audiobook_category,play_song play_audiobook_category
1288,我要聽光年之外,play_song play_album,play_song play_album
1289,我要聽 ONE OK ROCK,play_artist play_song,play_artist play_song
1290,我要聽丨汪衛戍,play_playlist,play_artist
1291,我要聽光年之外,play_song play_album,play_song play_album
1292,我要聽光年之外,play_song play_album,play_song play_album
1293,播放字母君,play_song,play_song
1294,我要聽八度空間,play_song play_album,play_song play_album
1295,我要聽橄欖樹,play_song,play_song
1296,我要聽粵語歌,play_language,play_language
1297,學貓叫,play_song play_album,play_song play_album
1298,播放音樂,play_general_music,play_general_music
1299,心經,play_song,play_song
1300,我要聽粵語歌,play_language,play_language
1301,我要聽李榮浩的歌,play_artist play_album,play_artist play_album
1302,我要聽王力宏的歌,play_artist play_album,play_artist play_album
1303,播放一曲相思,play_song play_album,play_song play_album
1304,播放音樂,play_general_music,play_general_music
1305,播放音樂,play_general_music,play_general_music
1306,我要聽我好嗎,play_song play_album,play_song play_album
1307,我想聽李白,play_song play_album,play_song play_album
1308,十一點播星空給我聽,play_song,play_song
1309,我想聽齊秦的歌,play_artist,play_artist
1310,播放一曲相思,play_song play_album,play_song play_album
1311,我要聽英文版綠野仙蹤,play_song play_audiobook,play_song play_audiobook
1312,我要聽張惠妹的歌,play_artist,play_artist
1313,我要聽你喜歡我的歌嗎,play_song play_album,play_song play_album
1314,我要聽小星星,play_song,play_song
1315,我要聽張雨生的歌,play_artist play_song play_album,play_artist play_song play_album
1316,我要聽愛的可能,play_song play_album,play_song play_album
1317,唱一首小蘋果,play_song play_album,play_song play_album
1318,我要聽告白氣球,play_song play_album,play_song play_album
1319,我要聽光年之外,play_song play_album,play_song play_album
1320,我要聽bling bling,play_song,play_song
1321,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
1322,我要聽橄欖樹,play_song,play_song
1323,我要聽新歌排行榜,play_chart,play_chart
1324,我要聽新歌,play_new_song,play_new_song play_language_new_song
1325,輕音樂,play_category,play_category
1326,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
1327,我要聽齊天大聖再鬧天宮,play_song play_audiobook,play_song
1328,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
1329,我要聽新歌,play_new_song,play_new_song play_language_new_song
1330,播放一曲相思,play_song play_album,play_song play_album
1331,我要聽鄉村音樂排行榜,play_chart play_category_chart,play_chart
1332,周傳雄,play_artist,play_artist
1333,我要聽古典音樂,play_category,play_category
1334,我要聽搖滾音樂,play_category,play_category
1335,我想聽新歌,play_new_song,play_new_song play_language_new_song
1336,播放韓語歌,play_language,play_language
1337,我要聽玖壹壹的歌,play_artist play_song,play_artist play_song
1338,放抒情歌,play_song play_theme,play_theme
1339,我要聽留不住的故事,play_song,play_song
1340,我要聽 Alan Walker 的歌,play_artist play_song,play_artist play_song
