,處理的字串,label,predict
1808,播放一曲相思,(2 6),(2 6)
1809,我要聽光年之外,(3 7),(3 7)
1810,我要聽兒歌,(3 5),(3 5)
1811,我要聽音樂,,
1812,我要聽天生歌姬,(3 7),(3 7)
1813,可以放那個大小百合的歌嗎,(5 9),(5 9)
1814,我要聽王力宏的歌,(3 6),(3 6)
1815,我要聽買榜,(3 5),(3 5)
1816,我要聽許茹芸的歌,(3 6),(3 6)
1817,我要聽買榜,(3 5),(3 5)
1818,我要聽相聲,(3 5),(3 5)
1819,我要聽台語歌,(3 5),(3 5)
1820,我要聽于文文的歌,(3 6),(3 6)
1821,鄭秀文,(0 3),(0 3)
1822,我要聽煙花易冷,(3 7),(3 7)
1823,我要聽日文歌,(3 5),(3 5)
1824,我要聽動力火車的歌,(3 7),(3 7)
1825,我要聽林俊傑的歌,(3 6),(3 6)
1826,我要聽爵士音樂,(3 5),(3 5)
1827,我要聽留不住的故事,(3 9),(3 9)
1828,我要聽張宇的歌,(3 5),(3 5)
1829,謝雷,(0 2),(0 2)
1830,學貓叫,(0 3),(0 3)
1831,我要聽茄子蛋的歌,(3 6),(3 6)
1832,我要聽古典音樂,(3 5),(3 5)
1833,我要聽台語歌,(3 5),(3 5)
1834,我要聽田馥甄的歌,(3 6),(3 6)
1835,我要聽王力宏的歌,(3 6),(3 6)
1836,我要聽買榜,(3 5),(3 5)
1837,我要聽周興哲的歌,(3 6),(3 6)
1838,我要聽買榜,(3 5),(3 5)
1839,我要聽嘻哈音樂,(3 5),(3 5)
1840,我要聽薩克斯風演奏,(3 9),(3 9)
1841,我要聽光年之外,(3 7),(3 7)
1842,我要聽搖滾音樂,(3 5),(3 5)
1843,我要聽節奏藍調音樂,(3 7),(3 7)
1844,我要聽光年之外,(3 7),(3 7)
1845,我要聽橄欖樹,(3 6),(3 6)
1846,幫我播拉瓊斯的歌,(4 6),(3 6)
1847,講個笑話,(2 4),(2 4)
1848,我要聽吳卓源的歌,(3 6),(3 6)
1849,我要聽喬幼的歌,(3 5),(3 5)
1850,我想聽愛就是我的家,(3 9),(3 9)
1851,wish up,(0 4),(0 7)
1852,我要聽橄欖樹,(3 6),(3 6)
1853,我要聽拔蘿蔔,(3 6),(3 6)
1854,我要聽光年之外,(3 7),(3 7)
1855,學貓叫,(0 3),(0 3)
1856,我要聽白雪公主,(3 7),(3 7)
1857,我要聽鬼故事,(3 6),(3 6)
1858,唱一首小蘋果,(3 6),(3 6)
1859,浪子回頭,(0 4),(0 4)
1860,播放小紅帽的兒童故事,(6 10),(6 10)
1861,我要聽小野麗莎的歌,(3 7),(3 7)
1862,我要聽黃明志的歌,(3 6),(3 6)
1863,我要聽搖滾音樂,(3 5),(3 5)
1864,我要聽林俊傑的歌,(3 6),(3 6)
1865,阿拉丁主題曲,(3 6),(3 6)
1866,我要聽留不住的故事,(3 9),(3 9)
1867,告白氣球,(0 4),(0 4)
1868,愛我你就抱抱我,(0 7),(0 7)
1869,我要聽樂華七子,(3 7),(3 7)
1870,我要聽周興哲的歌,(3 6),(3 6)
1871,a lin 的有一種悲傷,(10 12),(7 12)
1872,學貓叫,(0 3),(0 3)
1873,我要聽林俊傑的歌,(3 6),(3 6)
1874,播放起風了,(2 5),(2 5)
1875,我要聽薛之謙的歌,(3 6),(3 6)
1876,播放日語歌,(2 4),(2 4)
1877,我要聽對面的女孩看過來,(3 11),(3 11)
1878,我要聽華語音樂,(3 5),(3 5)
1879,我要聽鬼故事,(3 6),(3 6)
1880,我要聽 ONE OK ROCK,(4 15),(4 15)
1881,我想聽快樂情境的歌,(3 5),(3 5)
1882,播放音樂,,
1883,兩隻老虎,(0 4),(0 4)
1884,我要聽米津玄師,(3 7),(3 7)
1885,我要聽對面的女孩看過來,(3 11),(3 11)
1886,我要聽周杰倫的歌,(3 6),(3 6)
1887,涼涼,(0 2),(0 2)
1888,故事,(0 2),(0 2)
1889,唱一首小蘋果,(3 6),(3 6)
1890,我要聽王力宏的歌,(3 6),(3 6)
1891,我要聽國王的新衣英文版,(3 11),(3 8)
1892,兩隻老虎,(0 4),(0 4)
1893,我要聽鄧麗君的歌,(3 6),(3 6)
1894,我要聽伍佰的歌,(3 6),(3 6)
1895,我要聽于文文的歌,(3 6),(3 6)
1896,我要聽相聲,(3 5),(3 5)
1897,愛我你就抱抱我,(0 7),(0 7)
1898,發布完的夏天,(4 6),(4 6)
1899,播放一曲相思,(2 6),(2 6)
1900,我要聽對面的女孩看過來,(3 11),(3 11)
1901,唱一首小蘋果,(3 6),(3 6)
1902,我要聽爵士音樂,(3 5),(3 5)
1903,我要聽嘻哈音樂,(3 5),(3 5)
1904,我要聽買榜,(3 5),(3 5)
1905,飄向北方,(0 4),(0 4)
1906,我要聽搖滾音樂,(3 5),(3 5)
1907,我要聽蔡琴的歌,(3 5),(3 5)
1908,我要聽王力宏的歌,(3 6),(3 6)
1909,我要聽新歌,(3 5),(3 5)
1910,我要聽對面的女孩看過來,(3 11),(3 11)
1911,我要聽搖滾音樂,(3 5),(3 5)
1912,我要聽走到飛,(3 6),(3 6)
1913,我要聽陳綺貞的歌,(3 6),(3 6)
1914,兩隻老虎,(0 4),(0 4)
1915,我要聽床邊故事,(3 7),(3 7)
1916,陳雷,(0 2),(0 2)
1917,我要聽莫文蔚的歌,(3 6),(3 6)
1918,我要聽我好嗎,(3 6),(3 6)
1919,播放音樂,,
1920,我要聽爵士音樂,(3 5),(3 5)
1921,a lin 的有一種悲傷,(10 12),(7 12)
1922,我要聽爵士音樂,(3 5),(3 5)
1923,學貓叫,(0 3),(0 3)
1924,我要聽吳卓源的歌,(3 6),(3 6)
1925,say say say,(0 11),(0 11)
1926,莫文蔚,(0 3),(0 3)
1927,我要聽新歌,(3 5),(3 5)
1928,我要聽煙花易冷,(3 7),(3 7)
1929,我要聽相聲,(3 5),(3 5)
1930,愛我你就抱抱我,(0 7),(0 7)
1931,我要聽張學友的歌,(3 6),(3 6)
1932,孫露的月光小夜曲,(0 2) (3 8),(0 2) (3 8)
1933,這是什麼歌,,
1934,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
1935,fight two有沒有,(0 5),
1936,萬芳,(0 2),(0 2)
1937,學貓叫,(0 3),(0 3)
1938,我要聽小丑魚,(3 6),(3 6)
1939,我要聽搖滾音樂,(3 5),(3 5)
1940,播放周杰倫歌曲歌曲,(2 5),(2 5)
1941,我要聽光年之外,(3 7),(3 7)
1942,我要聽周杰倫的歌,(3 6),(3 6)
1943,愛我你就抱抱我,(0 7),(0 7)
1944,我要聽林俊傑的歌,(3 6),(3 6)
1945,我要聽李千娜的歌,(3 6),(3 6)
1946,往後餘生,(0 4),(0 4)
1947,播放日語歌,(2 4),(2 4)
1948,伍思凱,(0 3),(0 3)
1949,say say say,(0 11),(0 11)
1950,愛我你就抱抱我,(0 7),(0 7)
1951,我要聽吳卓源的歌,(3 6),(3 6)
1952,我要聽周興哲的歌,(3 6),(3 6)
1953,播放芭比的觸電,(2 4) (5 7),(2 4) (5 7)
1954,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
1955,我要聽鬼故事,(3 6),(3 6)
1956,我要聽天生歌姬,(3 7),(3 7)
1957,學貓叫,(0 3),(0 3)
1958,我要聽我好嗎,(3 6),(3 6)
1959,我要聽華語音樂,(3 5),(3 5)
1960,我要聽愛情的模樣,(3 8),(3 8)
1961,播放一曲相思,(2 6),(2 6)
1962,我要聽張雨生的歌,(3 6),(3 6)
1963,我要聽吳卓源的歌,(3 6),(3 6)
1964,我要聽愛情的模樣,(3 8),(3 8)
1965,播放一曲相思,(2 6),(2 6)
1966,我要聽煙花易冷,(3 7),(3 7)
1967,唱一首小蘋果,(3 6),(3 6)
1968,播放一曲相思,(2 6),(2 6)
1969,橄欖樹,(0 3),(0 3)
1970,我要聽留不住的故事,(3 9),(3 9)
1971,我要聽煙花易冷,(3 7),(3 7)
1972,學貓叫,(0 3),(0 3)
1973,我要聽林俊傑的歌,(3 6),(3 6)
1974,唱一首小苹果,(3 6),(3 6)
1975,我要聽爵士音樂,(3 5),(3 5)
1976,兩隻老虎,(0 4),(0 4)
1977,我要聽愛的可能,(3 7),(3 7)
1978,我要聽粵語歌,(3 5),(3 5)
1979,我要聽日文歌,(3 5),(3 5)
1980,兩隻老虎,(0 4),(0 4)
1981,伍思凱,(0 3),(0 3)
1982,我要聽林俊傑的,(3 6),(3 6)
1983,我要聽粵語歌,(3 5),(3 5)
1984,我要聽光年之外,(3 7),(3 7)
1985,我要聽爵士音樂,(3 5),(3 5)
1986,我要聽王力宏的歌,(3 6),(3 6)
1987,我要聽兒歌,(3 5),(3 5)
1988,我要聽床邊故事,(3 7),(3 7)
1989,我要聽鬼故事,(3 6),(3 6)
1990,愛我你就抱抱我,(0 7),(0 7)
1991,我想聽無言的結局,(3 8),(3 8)
1992,我要聽張惠妹的歌,(3 6),(3 6)
1993,伍思凱,(0 3),(0 3)
1994,我要聽新歌,(3 5),(3 5)
1995,我要聽煙花易冷,(3 7),(3 7)
1996,我要聽林俊傑的歌,(3 6),(3 6)
1997,我要聽五月天的歌,(3 6),(3 6)
1998,播history,(1 8),(1 8)
1999,我要聽八度空間,(3 7),(3 7)
2000,我要聽林俊傑的歌,(3 6),(3 6)
2001,我要聽詹雅雯的歌,(3 6),(3 6)
2002,我要聽張學友的歌,(3 6),(3 6)
2003,你要聽林玉英的歌,(3 6),(3 6)
2004,我要聽買榜,(3 5),(3 5)
2005,播放一曲相思,(2 6),(2 6)
2006,我要聽相聲,(3 5),(3 5)
2007,我要聽小牛頓,(3 6),(3 6)
2008,我要聽三隻小豬,(3 7),(3 7)
2009,凉凉,(0 2),(0 2)
2010,我要聽適合讀書的歌,(5 7),(5 7)
2011,我要聽王力宏的歌,(3 6),(3 6)
2012,我要聽伍佰的歌,(3 6),(3 6)
2013,我要聽于文文的歌,(3 6),(3 6)
2014,大悲咒,(0 3),(0 3)
2015,我要聽八度空間,(3 7),(3 7)
2016,鄭秀文,(0 3),(0 3)
2017,播放一曲相思,(2 6),(2 6)
2018,播放一曲相思,(2 6),(2 6)
2019,播放一曲相思,(2 6),(2 6)
2020,我要聽許茹芸的歌,(3 6),(3 6)
2021,我要聽橄欖樹,(3 6),(3 6)
2022,播放韓語歌,(2 4),(2 4)
2023,我要聽八度空間,(3 7),(3 7)
2024,我要聽梁靜茹的歌,(3 6),(3 6)
2025,學貓叫,(0 3),(0 3)
2026,我要聽故事,(0 5),(0 5)
2027,沙漠駱駝,(0 4),(0 4)
2028,生僻字,(0 3),(0 3)
2029,我要聽陳綺貞的歌,(3 6),(3 6)
2030,播放龍貓,(2 4),(2 4)
2031,涼涼,(0 2),(0 2)
2032,播放起風了,(2 5),(2 5)
2033,唱一首小蘋果,(3 6),(3 6)
2034,我要聽林俊傑的歌,(3 6),(3 6)
2035,播放音樂,,
2036,我要聽光年之外,(3 7),(3 7)
2037,我要聽陳科宇,(3 6),(3 6)
2038,幫我播放大自然音樂,(4 9),(4 9)
2039,學貓叫,(0 3),(0 3)
2040,我要聽故事,(0 5),(0 5)
2041,我要聽伍佰的歌,(3 6),(3 6)
2042,我要聽粵語歌,(3 5),(3 5)
2043,我要聽紅蜻蜓,(3 6),(3 6)
2044,我要聽李千娜的歌,(3 6),(3 6)
2045,播放一曲相思,(2 6),(2 6)
2046,我要聽周杰倫的歌,(3 6),(3 6)
2047,播放一曲相思,(2 6),(2 6)
2048,我要聽春天的歌曲,(3 7),(3 7)
2049,愛我你就抱抱我,(0 7),(0 7)
2050,我要聽李榮浩的歌,(3 6),(3 6)
2051,播放音樂,,
2052,我要聽周華健的歌,(3 6),(3 6)
2053,我要聽熱門歌曲,(3 5),(3 5)
2054,往後餘生,(0 4),(0 4)
2055,我要聽新歌,(3 5),(3 5)
2056,我要聽床邊故事,(3 7),(3 7)
2057,學貓叫,(0 3),(0 3)
2058,我要聽光年之外,(3 7),(3 7)
2059,大悲咒,(0 3),(0 3)
2060,李玖哲,(0 3),(0 3)
2061,我要聽對面的女孩看過來,(3 11),(3 11)
2062,我要聽防彈少年團的歌,(3 8),(3 8)
2063,我要聽江蕙的歌,(3 5),(3 5)
2064,我要聽王菲的歌,(3 5),(3 5)
2065,唱一首小蘋果,(3 6),(3 6)
2066,我要聽新歌,(3 5),(3 5)
2067,心經,(0 2),(0 2)
2068,我要聽江蕙的歌,(3 5),(3 5)
2069,我要聽日本歌,(3 5),(3 5)
2070,我要聽兒歌,(3 5),(3 5)
2071,我要聽台語歌,(3 5),(3 5)
2072,我要聽鬼故事,(3 6),(3 6)
2073,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
2074,我要聽古典音樂,(3 5),(3 5)
2075,播放音樂,,
2076,我要聽林俊傑的歌,(3 6),(3 6)
2077,播放起風了,(2 5),(2 5)
2078,我要聽吳卓源的歌,(3 6),(3 6)
2079,播放一曲相思,(2 6),(2 6)
2080,播放音樂,,
2081,一分鐘過後給我聽,(5 7),(0 3)
2082,聽到請回答,(0 5),(3 5)
2083,我要聽陳綺貞的歌,(3 6),(3 6)
2084,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
2085,我要聽周杰倫的歌,(3 6),(3 6)
2086,我要聽獨立音樂,(3 5),(3 5)
2087,我要聽橄欖樹,(3 6),(3 6)
2088,我要聽江蕙的歌,(3 5),(3 5)
2089,學貓叫,(0 3),(0 3)
2090,播放一曲相思,(2 6),(2 6)
2091,唱一首小蘋果,(3 6),(3 6)
2092,我要聽迪士尼音樂,(3 5),(3 5)
2093,播放紅髮愛德的歌,(2 6),(2 6)
2094,許美靜,(0 3),(0 3)
2095,我要聽陳綺貞的歌,(3 6),(3 6)
2096,我要聽悲傷的歌曲,(3 5),(3 5)
2097,播放韓語歌,(2 4),(2 4)
2098,我要聽蘭陵王的主題曲,(7 10),(7 10)
2099,我要聽小牛頓,(3 6),(3 6)
2100,我要聽相聲,(3 5),(3 5)
2101,唱一首小蘋果,(3 6),(3 6)
2102,我要聽王力宏的歌,(3 6),(3 6)
2103,我要聽英文版拇指姑娘,(3 10),(3 10)
2104,涼涼,(0 2),(0 2)
2105,播放一曲相思,(2 6),(2 6)
2106,播放小紅帽的兒童故事,(6 10),(6 10)
2107,學貓叫,(0 3),(0 3)
2108,兩隻老虎,(0 4),(0 4)
2109,我要聽留不住的故事,(3 9),(3 9)
2110,我要聽新歌,(3 5),(3 5)
2111,我要聽張雨生的歌,(3 6),(3 6)
2112,我要聽張學友的歌,(3 6),(3 6)
2113,唱一首小蘋果,(3 6),(3 6)
2114,我要聽新歌,(3 5),(3 5)
2115,播放起風了,(2 5),(2 5)
2116,我要聽相聲,(3 5),(3 5)
2117,幫我播放大自然音樂,(4 9),(4 9)
2118,唱一首小蘋果,(3 6),(3 6)
2119,我要聽悲傷的歌曲,(3 5),(3 5)
2120,沙漠駱駝,(0 4),(0 4)
2121,我要聽橄欖樹,(3 6),(3 6)
2122,播放音樂,,
2123,播放音樂,,
2124,有一種悲傷,(3 5),(0 5)
2125,我要聽林俊傑的歌,(3 6),(3 6)
2126,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
2127,郭德綱的節目,(4 6),(4 6)
2128,我要聽三隻小豬,(3 7),(3 7)
2129,我要聽嘻哈音樂,(3 5),(3 5)
2130,睡前故事,(0 4),(0 4)
2131,我要聽光年之外,(3 7),(3 7)
2132,愛我你就抱抱我,(0 7),(0 7)
2133,我要聽蔡依林的歌,(3 6),(3 6)
2134,小豹小豹我要聽ikon唱的believe boy,(13 20),(13 31)
2135,我要聽光年之外,(3 7),(3 7)
2136,我要聽田馥甄的歌,(3 6),(3 6)
2137,我要聽周杰倫的歌,(3 6),(3 6)
2138,播放一曲相思,(2 6),(2 6)
2139,我要聽蔡依林的歌,(3 6),(3 6)
2140,我要聽月琴,(3 5),(3 5)
2141,兩隻老虎,(0 4),(0 4)
2142,我要聽快樂天堂,(3 7),(3 7)
2143,播放音樂,,
2144,愛我你就抱抱我,(0 7),(0 7)
2145,我要聽烽火天榜,(3 7),(3 7)
2146,你頭腦是幾歲,(0 1) (3 4),
2147,我要聽小蘋果,(3 6),(3 6)
2148,生僻字,(0 3),(0 3)
2149,我要聽玖壹壹的歌,(3 6),(3 6)
2150,蘇永康,(0 3),(0 3)
2151,學貓叫,(0 3),(0 3)
2152,我要聽西遊記,(3 6),(3 6)
2153,我要聽相聲,(3 5),(3 5)
2154,涼涼,(0 2),(0 2)
2155,我要聽鬼故事,(3 6),(3 6)
2156,我要聽江蕙的歌,(3 5),(3 5)
2157,我要聽日文歌,(3 5),(3 5)
2158,游鴻明,(0 3),(0 3)
2159,聲音的nba的冠軍,(3 6),(3 6)
2160,披頭四,(0 3),(0 3)
2161,我要聽喬幼的歌,(3 5),(3 5)
2162,我要聽煙花易冷,(3 7),(3 7)
2163,我要聽張信哲的歌,(3 6),(3 6)
2164,我要聽吳卓源的歌,(3 6),(3 6)
2165,愛我你就抱抱我,(0 7),(0 7)
2166,我要聽光年之外,(3 7),(3 7)
2167,我要聽走到飛,(3 6),(3 6)
2168,我要聽月琴,(3 5),(3 5)
2169,我要聽日文歌,(3 5),(3 5)
2170,我要聽搖滾音樂,(3 5),(3 5)
2171,我要聽故事,(0 5),(0 5)
2172,我要聽華語排行榜,(3 5) (5 8),(3 5) (5 8)
2173,我要聽睡眠音樂,(3 5),(3 5)
2174,我要聽華語音樂,(3 5),(3 5)
2175,我要聽買榜,(3 5),(3 5)
2176,阿拉丁電影原聲帶,(3 5),(3 5)
2177,有聲書,(0 3),(0 3)
2178,我要聽光年之外,(3 7),(3 7)
2179,我要聽節奏藍調音樂,(3 7),(3 7)
2180,我要聽卡農的音樂,(3 5),(3 5)
2181,學貓叫,(0 3),(0 3)
2182,我要聽相聲,(3 5),(3 5)
2183,吳宗憲,(0 3),(0 3)
2184,我要聽有點野,(3 6),(3 6)
2185,唱一首小蘋果,(3 6),(3 6)
2186,學貓叫,(0 3),(0 3)
2187,我要聽江蕙的歌,(3 5),(3 5)
2188,我要聽三隻小豬,(3 7),(3 7)
2189,艾怡良的歌,(0 3),(0 3)
2190,我要聽快樂天堂,(3 7),(3 7)
2191,我想要聽故事,(0 6),(0 6)
2192,我要聽林俊傑的歌,(3 6),(3 6)
2193,我要聽相聲,(3 5),(3 5)
2194,我要聽夢醒時分,(3 7),(3 7)
2195,我要聽林宥嘉的歌,(3 6),(3 6)
2196,播放小提琴演奏,(2 7),(2 7)
2197,我要聽買榜,(3 5),(3 5)
2198,播放scarborough fair,(2 18),(2 13)
2199,播放心,(1 3),(1 31)
2200,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
2201,我要聽林宥嘉的歌,(3 6),(3 6)
2202,我要聽吳卓源的歌,(3 6),(3 6)
2203,我要聽華語音樂,(3 5),(3 5)
2204,我要聽歪批三國,(3 7),(3 7)
2205,我要聽華語音樂,(3 5),(3 5)
2206,我要聽鄧麗君的歌,(3 6),(3 6)
2207,華語音樂,(0 2),(0 2)
2208,播放三字經,(2 5),(2 5)
2209,夜來香,(0 3),(0 3)
2210,我要聽光年之外,(3 7),(3 7)
2211,唱animal pants,(1 7),(1 13)
2212,我要聽陳綺貞的歌,(3 6),(3 6)
2213,我要聽爵士音樂,(3 5),(3 5)
2214,我要聽獨立音樂,(3 5),(3 5)
2215,我要聽準備中,(3 6),(3 6)
2216,播放音樂,,
2217,我要聽于文文的歌,(3 6),(3 6)
2218,李玖哲,(0 3),(0 3)
2219,涼涼,(0 2),(0 2)
2220,我要聽光年之外,(3 7),(3 7)
2221,我要聽愛的可能,(3 7),(3 7)
2222,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
2223,愛我你就抱抱我,(0 7),(0 7)
2224,我要聽光年之外,(3 7),(3 7)
2225,我要聽歌,,
2226,播放一曲相思,(2 6),(2 6)
2227,我要聽王力宏的歌,(3 6),(3 6)
2228,c bo,(2 4),(0 4)
2229,我要聽光年之外,(3 7),(3 7)
2230,我要聽于文文的歌,(3 6),(3 6)
2231,我要聽田馥甄的歌,(3 6),(3 6)
2232,我要聽對面的女孩看過來,(3 11),(3 11)
2233,我要聽王力宏的歌,(3 6),(3 6)
2234,我要聽新歌,(3 5),(3 5)
2235,生僻字,(0 3),(0 3)
2236,我要聽盧廣仲的歌,(3 6),(3 6)
2237,我要聽玖壹壹的歌,(3 6),(3 6)
2238,我要聽王力宏的歌,(3 6),(3 6)
2239,我要聽搖滾音樂,(3 5),(3 5)
2240,兩隻老虎,(0 4),(0 4)
2241,我要聽買榜,(3 5),(3 5)
2242,我要聽獨立音樂,(3 5),(3 5)
2243,我要聽陳綺貞的歌,(3 6),(3 6)
2244,我要聽畢書盡的歌,(3 6),(3 6)
2245,我要聽鳳飛飛的歌,(3 6),(3 6)
2246,我要聽蔡依林的歌,(3 6),(3 6)
2247,我要聽買榜,(3 5),(3 5)
2248,我要聽吳卓源的歌,(3 6),(3 6)
2249,西洋音樂,(0 2),(0 2)
2250,唱一首小蘋果,(3 6),(3 6)
2251,兩隻老虎,(0 4),(0 4)
2252,我要聽吳卓源的歌,(3 6),(3 6)
2253,我要聽黃乙玲的歌,(3 6),(3 6)
2254,我要聽張雨生的歌,(3 6),(3 6)
2255,我要聽台語歌,(3 5),(3 5)
2256,我想聽英文歌,(3 5),(3 5)
2257,播放音樂,,
2258,唱一首小蘋果,(3 6),(3 6)
2259,生僻字,(0 3),(0 3)
2260,請播放jolene的兒歌beauty,(12 18),
2261,我要聽周興哲的歌,(3 6),(3 6)
2262,我要聽古典音樂,(3 5),(3 5)
2263,我要聽李榮浩的歌,(3 6),(3 6)
2264,我要聽光年之外,(3 7),(3 7)
2265,我要聽光年之外,(3 7),(3 7)
2266,我要聽獨立音樂,(3 5),(3 5)
2267,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
2268,我要聽王菲的歌,(3 5),(3 5)
2269,我要聽走到飛,(3 6),(3 6)
2270,我要聽劉德華的歌,(3 6),(3 6)
2271,我要聽派對動物,(3 5),(3 7)
2272,播放音樂,,
2273,我要聽走到飛,(3 6),(3 6)
2274,播放一曲相思,(2 6),(2 6)
2275,我要聽我好嗎,(3 6),(3 6)
2276,我要聽睡眠音樂,(3 5),(3 5)
2277,我要聽搖滾音樂,(3 5),(3 5)
2278,我要聽雷鬼音樂,(3 5),(3 5)
2279,我要聽我好嗎,(3 6),(3 6)
2280,我要聽音樂,,
2281,我要聽獨立音樂,(3 5),(3 5)
2282,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
2283,是,(0 1),
2284,我要聽鳳飛飛的歌,(3 6),(3 6)
2285,我要聽古典音樂,(3 5),(3 5)
2286,我要聽小野麗莎的歌,(3 7),(3 7)
2287,我要聽音樂,,
2288,沙漠駱駝,(0 4),(0 4)
2289,我要聽睡眠音樂,(3 5),(3 5)
2290,我要聽林俊傑的歌,(3 6),(3 6)
2291,烽火天榜,(0 4),(0 4)
2292,播放音樂,,
2293,播放一曲相思,(2 6),(2 6)
2294,愛我你就抱抱我,(0 7),(0 7)
2295,播放起風了,(2 5),(2 5)
2296,播放日語歌,(2 4),(2 4)
2297,沙漠駱駝,(0 4),(0 4)
2298,我要聽江蕙的歌,(3 5),(3 5)
2299,張碧晨,(0 3),(0 3)
2300,我要聽光年之外,(3 7),(3 7)
2301,我要聽新歌,(3 5),(3 5)
2302,我要聽鬼故事,(3 6),(3 6)
2303,我要聽天生歌姬,(3 7),(3 7)
2304,我要聽搖滾音樂,(3 5),(3 5)
2305,生日快樂,(0 4),(0 4)
2306,我要聽留不住的故事,(3 9),(3 9)
2307,我要聽古典音樂,(3 5),(3 5)
2308,我要聽寵愛,(3 5),(3 5)
2309,我要愛情怎麼了嗎,(2 8),(2 4) (4 8)
2310,我要聽街角的祝福,(3 8),(3 8)
2311,兩隻老虎,(0 4),(0 4)
2312,我要聽于文文的歌,(3 6),(3 6)
2313,我要聽買榜,(3 5),(3 5)
2314,播放起風了,(2 5),(2 5)
2315,幫我播廣播,(3 5),(3 5)
2316,我要聽于文文的歌,(3 6),(3 6)
2317,阿拉丁電影原聲帶,(3 5),(3 5)
2318,我要聽粵語歌,(3 5),(3 5)
2319,我要聽陳綺貞的歌,(3 6),(3 6)
2320,我要聽買榜,(3 5),(3 5)
2321,我要聽華語音樂,(3 5),(3 5)
2322,我要聽周杰倫的歌,(3 6),(3 6)
2323,我要聽爵士音樂,(3 5),(3 5)
2324,西洋音樂,(0 2),(0 2)
2325,我要聽江蕙的歌,(3 5),(3 5)
2326,我要聽我好嗎,(3 6),(3 6)
2327,我要聽老歌,(3 5),(3 5)
2328,我要聽茄子蛋的歌,(3 6),(3 6)
2329,我要聽你喜歡我的歌嗎,(3 10),(3 10)
2330,我要聽失戀排行榜,(5 8),(5 8)
2331,我要聽江蕙的歌,(3 5),(3 5)
2332,播放韓語歌,(2 4),(2 4)
2333,taylor swift,(0 12),(0 12)
2334,我要聽蘇打綠的歌,(3 6),(3 6)
2335,兩隻老虎,(0 4),(0 4)
2336,我要聽新歌,(3 5),(3 5)
2337,我要聽米津玄師,(3 7),(3 7)
2338,我要聽搖滾音樂,(3 5),(3 5)
2339,我要聽台語歌,(3 5),(3 5)
2340,我要聽月琴,(3 5),(3 5)
2341,我要聽玖壹壹的歌,(3 6),(3 6)
2342,播放一曲相思,(2 6),(2 6)
2343,我要聽薛之謙的歌,(3 6),(3 6)
2344,我要聽放火唱的opera asian,(13 18),(7 18)
2345,我要聽準備中,(3 6),(3 6)
2346,我要聽床邊故事,(3 7),(3 7)
2347,我要聽光年之外,(3 7),(3 7)
2348,我要聽林俊傑的歌,(3 6),(3 6)
2349,涼涼,(0 2),(0 2)
2350,我要聽張學友的歌,(3 6),(3 6)
2351,我要聽光年之外,(3 7),(3 7)
2352,宗緯的海天在下雨我在想你,(6 8),
2353,幫我播潘越雲的歌,(3 6),(3 6)
2354,我要聽五月天的歌,(3 6),(3 6)
2355,愛我你就抱抱我,(0 7),(0 7)
2356,我要聽新歌,(3 5),(3 5)
2357,我要聽我好嗎,(3 6),(3 6)
2358,我要聽台語歌,(3 5),(3 5)
2359,告白氣球,(0 4),(0 4)
2360,我要聽有點野,(3 6),(3 6)
2361,放流行歌曲,(1 3),(1 3)
2362,學貓叫,(0 3),(0 3)
2363,我要聽嘻哈音樂,(3 5),(3 5)
2364,我要聽薛之謙的歌,(3 6),(3 6)
2365,我要聽搖滾音樂,(3 5),(3 5)
2366,我要聽吳卓源的歌,(3 6),(3 6)
2367,我要聽梁靜茹的歌,(3 6),(3 6)
2368,我要聽西遊記,(3 6),(3 6)
2369,兩隻老虎,(0 4),(0 4)
2370,播放一曲相思,(2 6),(2 6)
2371,我要聽粵語歌,(3 5),(3 5)
2372,播放一曲相思,(2 6),(2 6)
2373,我要聽周杰倫的歌,(3 6),(3 6)
2374,我要聽留不住的故事,(3 9),(3 9)
2375,我要聽搖滾音樂,(3 5),(3 5)
2376,我要聽喬幼的歌,(3 5),(3 5)
2377,兩隻老虎,(0 4),(0 4)
2378,男人女人,(0 4),(0 4)
2379,我要聽王力宏的歌,(3 6),(3 6)
2380,我要聽于文文的歌,(3 6),(3 6)
2381,我要聽嘻哈音樂,(3 5),(3 5)
2382,我要聽三隻小豬,(3 7),(3 7)
2383,播放一曲相思,(2 6),(2 6)
2384,我要聽于文文的歌,(3 6),(3 6)
2385,我要聽鬼故事,(3 6),(3 6)
2386,我要聽熱門歌曲,(3 5),(3 5)
2387,白安,(0 2),(0 2)
2388,愛我你就抱抱我,(0 7),(0 7)
2389,兩隻老虎,(0 4),(0 4)
2390,愛我你就抱抱我,(0 7),(0 7)
2391,播放音樂,,
2392,播放輕音樂,(2 5),(2 5)
2393,我要聽古典音樂,(3 5),(3 5)
2394,播放音樂,,
